date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:27:47	8224/8224	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:01%20GMT	https://www.ilabsolutions.it/img/clienti/001_02.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/clienti/001_02.png	(from https://www.ilabsolutions.it/)
19:27:47	6634/6634	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:01%20GMT	https://www.ilabsolutions.it/img/clienti/001_03.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/clienti/001_03.png	(from https://www.ilabsolutions.it/)
19:27:47	2532/2532	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:02%20GMT	https://www.ilabsolutions.it/img/clienti/001_04.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/clienti/001_04.png	(from https://www.ilabsolutions.it/)
19:27:47	12584/12584	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:01%20GMT	https://www.ilabsolutions.it/img/clienti/001_05.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/clienti/001_05.png	(from https://www.ilabsolutions.it/)
19:27:48	7662/7662	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:02%20GMT	https://www.ilabsolutions.it/img/clienti/001_06.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/clienti/001_06.png	(from https://www.ilabsolutions.it/)
19:27:48	9063/9063	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:01%20GMT	https://www.ilabsolutions.it/img/clienti/001_08.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/clienti/001_08.png	(from https://www.ilabsolutions.it/)
19:27:48	4970/4970	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:01%20GMT	https://www.ilabsolutions.it/img/clienti/001_07.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/clienti/001_07.png	(from https://www.ilabsolutions.it/)
19:27:48	4749/4749	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:02%20GMT	https://www.ilabsolutions.it/img/clienti/001_09.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/clienti/001_09.png	(from https://www.ilabsolutions.it/)
19:27:49	4829/4829	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:02%20GMT	https://www.ilabsolutions.it/img/clienti/001_10.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/clienti/001_10.png	(from https://www.ilabsolutions.it/)
19:27:49	4847/4847	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:01%20GMT	https://www.ilabsolutions.it/img/clienti/001_11.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/clienti/001_11.png	(from https://www.ilabsolutions.it/)
19:27:49	4863/4863	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:01%20GMT	https://www.ilabsolutions.it/img/clienti/001_13.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/clienti/001_13.png	(from https://www.ilabsolutions.it/)
19:27:49	9961/9961	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:02%20GMT	https://www.ilabsolutions.it/img/award/awwwards_black.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/award/awwwards_black.png	(from https://www.ilabsolutions.it/)
19:27:50	12004/12004	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:02%20GMT	https://www.ilabsolutions.it/img/award/awwwards.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/award/awwwards.png	(from https://www.ilabsolutions.it/)
19:27:50	8918/8918	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:02%20GMT	https://www.ilabsolutions.it/img/award/cssda_black.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/award/cssda_black.png	(from https://www.ilabsolutions.it/)
19:27:50	10134/10134	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:02%20GMT	https://www.ilabsolutions.it/img/award/cssda.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/award/cssda.png	(from https://www.ilabsolutions.it/)
19:27:50	9615/9615	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:02%20GMT	https://www.ilabsolutions.it/img/award/csswinner_black.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/award/csswinner_black.png	(from https://www.ilabsolutions.it/)
19:27:50	11376/11376	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:02%20GMT	https://www.ilabsolutions.it/img/award/csswinner.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/award/csswinner.png	(from https://www.ilabsolutions.it/)
19:27:51	5417/5417	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:00%20GMT	https://www.ilabsolutions.it/img/logo.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/logo.png	(from https://www.ilabsolutions.it/)
19:27:51	8995/8995	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Oct%202025%2023:27:50%20GMT	https://www.ilabsolutions.it/contact_form.php	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/contact_form.html	(from https://www.ilabsolutions.it/)
19:27:51	4403/4403	---M--	200	added ('OK')	text/javascript	date:Thu,%2027%20Jun%202019%2017:28:03%20GMT	https://www.ilabsolutions.it/js/cursor.js	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/js/cursor.js	(from https://www.ilabsolutions.it/)
19:27:52	47102/47102	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2027%20Jun%202019%2017:27:59%20GMT	https://www.ilabsolutions.it/css/fonts/Grumpy-Black24.eot	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/fonts/Grumpy-Black24.eot	(from https://www.ilabsolutions.it/css/style.css)
19:27:52	47102/47102	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2027%20Jun%202019%2017:27:59%20GMT	https://www.ilabsolutions.it/css/fonts/Grumpy-Black24.eot?	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/fonts/Grumpy-Black24d41d.eot	(from https://www.ilabsolutions.it/css/style.css)
19:27:52	15604/15604	---M--	200	added ('OK')	font/woff2	date:Thu,%2027%20Jun%202019%2017:27:59%20GMT	https://www.ilabsolutions.it/css/fonts/Grumpy-Black24.woff2	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/fonts/Grumpy-Black24.woff2	(from https://www.ilabsolutions.it/css/style.css)
19:27:53	21564/21564	---M--	200	added ('OK')	font/woff	date:Thu,%2027%20Jun%202019%2017:27:59%20GMT	https://www.ilabsolutions.it/css/fonts/Grumpy-Black24.woff	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/fonts/Grumpy-Black24.woff	(from https://www.ilabsolutions.it/css/style.css)
19:27:53	46928/46928	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2017:27:59%20GMT	https://www.ilabsolutions.it/css/fonts/Grumpy-Black24.ttf	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/fonts/Grumpy-Black24.ttf	(from https://www.ilabsolutions.it/css/style.css)
19:27:53	271475/271475	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Jun%202019%2017:27:59%20GMT	https://www.ilabsolutions.it/css/fonts/Grumpy-Black24.svg	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/fonts/Grumpy-Black24.svg	(from https://www.ilabsolutions.it/css/style.css)
19:27:53	5501/5501	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:00%20GMT	https://www.ilabsolutions.it/img/logo_white.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/logo_white.png	(from https://www.ilabsolutions.it/css/style.css)
19:27:53	754/754	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:00%20GMT	https://www.ilabsolutions.it/img/pencil_black.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/pencil_black.png	(from https://www.ilabsolutions.it/css/style.css)
19:27:54	4790/4790	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jul%202019%2015:55:36%20GMT	https://www.ilabsolutions.it/img/text_black.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/text_black.png	(from https://www.ilabsolutions.it/css/style.css)
19:27:54	771/771	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:01%20GMT	https://www.ilabsolutions.it/img/pencil_white.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/pencil_white.png	(from https://www.ilabsolutions.it/css/style.css)
19:27:54	5085/5085	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jul%202019%2015:55:37%20GMT	https://www.ilabsolutions.it/img/text_white.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/text_white.png	(from https://www.ilabsolutions.it/css/style.css)
19:27:54	2043/2043	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:01%20GMT	https://www.ilabsolutions.it/img/1.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/1.png	(from https://www.ilabsolutions.it/css/style.css)
19:27:55	455/455	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2017:28:00%20GMT	https://www.ilabsolutions.it/img/2.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/2.png	(from https://www.ilabsolutions.it/css/style.css)
19:27:55	2131/2131	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jul%202019%2015:13:34%20GMT	https://www.ilabsolutions.it/img/3.png	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/3.png	(from https://www.ilabsolutions.it/css/style.css)
19:27:55	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:27:54%20GMT	https://www.ilabsolutions.it/a	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/a	(from https://connect.facebook.net/en_US/fbevents.js)
19:27:56	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:27:54%20GMT	https://www.ilabsolutions.it/signals/config/	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:27:56	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:27:55%20GMT	https://www.ilabsolutions.it/POST	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/POST	(from https://connect.facebook.net/en_US/fbevents.js)
19:27:56	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:27:55%20GMT	https://www.ilabsolutions.it/signals/plugins/	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:27:56	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:27:55%20GMT	https://www.ilabsolutions.it/b.resolvedLink	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
19:27:56	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:27:55%20GMT	https://www.ilabsolutions.it/d	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/d	(from https://connect.facebook.net/en_US/fbevents.js)
19:27:56	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:27:55%20GMT	https://www.ilabsolutions.it/schema.org/	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:27:57	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:27:56%20GMT	https://www.ilabsolutions.it/signals/iwl.js	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
19:27:57	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:27:56%20GMT	https://www.ilabsolutions.it/signals/iwl.js?pixel_id=	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/signals/iwl0fc5.js	(from https://connect.facebook.net/en_US/fbevents.js)
19:27:57	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:27:56%20GMT	https://www.ilabsolutions.it/c.dl	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/c.dl	(from https://connect.facebook.net/en_US/fbevents.js)
19:27:57	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:27:56%20GMT	https://www.ilabsolutions.it/c.rl	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/c.rl	(from https://connect.facebook.net/en_US/fbevents.js)
19:27:58	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	C:/Users/User/Documents/Projects/sites/ilab/code.jquery.com/jquery-3.4.1.min.js	(from https://www.ilabsolutions.it/contact_form.php)
19:27:59	11976/11976	---MCZ	200	added ('OK')	text/css	date:Wed,%2003%20Jul%202019%2015:11:17%20GMT	https://www.ilabsolutions.it/css/component.css	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/component.css	(from https://www.ilabsolutions.it/contact_form.php)
19:27:59	8496/8496	---M--	200	added ('OK')	text/javascript	date:Thu,%2027%20Jun%202019%2017:28:04%20GMT	https://www.ilabsolutions.it/js/modernizr.custom.js	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/js/modernizr.custom.js	(from https://www.ilabsolutions.it/contact_form.php)
19:27:59	25079/25079	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Jun%202019%2017:27:58%20GMT	https://www.ilabsolutions.it/privacy.html	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/privacy.html	(from https://www.ilabsolutions.it/contact_form.php)
19:27:59	11054/11054	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Jul%202019%2015:11:31%20GMT	https://www.ilabsolutions.it/js/nlform.js	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/js/nlform.js	(from https://www.ilabsolutions.it/contact_form.php)
19:28:00	1652/1652	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2027%20Jun%202019%2017:27:59%20GMT	https://www.ilabsolutions.it/css/fonts/icons/nlicons.eot	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/fonts/icons/nlicons.eot	(from https://www.ilabsolutions.it/css/component.css)
19:28:00	1652/1652	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2027%20Jun%202019%2017:27:59%20GMT	https://www.ilabsolutions.it/css/fonts/icons/nlicons.eot?	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/fonts/icons/nliconsd41d.eot	(from https://www.ilabsolutions.it/css/component.css)
19:28:01	1152/1152	---M--	200	added ('OK')	font/woff	date:Thu,%2027%20Jun%202019%2017:27:59%20GMT	https://www.ilabsolutions.it/css/fonts/icons/nlicons.woff	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/fonts/icons/nlicons.woff	(from https://www.ilabsolutions.it/css/component.css)
19:28:01	1488/1488	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2017:27:59%20GMT	https://www.ilabsolutions.it/css/fonts/icons/nlicons.ttf	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/fonts/icons/nlicons.ttf	(from https://www.ilabsolutions.it/css/component.css)
19:28:01	1055/1055	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Jun%202019%2017:27:59%20GMT	https://www.ilabsolutions.it/css/fonts/icons/nlicons.svg	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/css/fonts/icons/nlicons.svg	(from https://www.ilabsolutions.it/css/component.css)
19:28:02	60813/60813	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2017:28:00%20GMT	https://www.ilabsolutions.it/img/300x200.jpg	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/300x200.jpg	(from https://www.ilabsolutions.it/privacy.html)
19:28:02	37281/37281	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2017:28:01%20GMT	https://www.ilabsolutions.it/img/800x418.jpg	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/img/800x418.jpg	(from https://www.ilabsolutions.it/privacy.html)
19:28:02	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202025%2023:28:01%20GMT	https://www.ilabsolutions.it/cookie-policy	C:/Users/User/Documents/Projects/sites/ilab/www.ilabsolutions.it/cookie-policy	(from https://www.ilabsolutions.it/privacy.html)
